artifact_content,artifact_encoding,artifact_name,artifact_sha256,artifact_size_bytes,atol,batch_size,benchmark_commit,cache_dtype,cann_version,case,detail,device,device_index,device_name,dtype,head_dim,inner_repeat,max_abs_k,max_abs_q,mean_us,msprof_op_names,msprof_sample_count,msprof_speedup_vs_baseline,msprof_task_max_us,msprof_task_mean_us,msprof_task_min_us,msprof_task_p50_us,n_tokens,num_k_heads,num_q_heads,num_vector_cores,p20_us,p50_us,p80_us,path,phase,python_version,q_rows,record_type,rope_dim,rounds,rtol,scope,seed,speedup_vs_baseline,status,torch_npu_version,torch_version,triton_version,variant,warmup
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m48,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.338678942786323,,,,,,,,48,1,6,56,28.094120025634766,28.107805252075195,28.308501720428467,normal,decode,3.11.10,48,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m48,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.27686044904921,,,,,,,,48,1,6,56,28.084219932556152,28.13283920288086,28.410747051239014,normal,decode,3.11.10,48,performance,64,9,,kernel,20260814,0.9991101519962088,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m49,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.294470575120712,,,,,,,,49,1,6,56,28.198031425476074,28.23720932006836,28.349900245666504,normal,decode,3.11.10,49,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m49,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.4880887137519,,,,,,,,49,1,6,56,28.247924327850342,28.32857608795166,28.79287338256836,normal,decode,3.11.10,49,performance,64,9,,kernel,20260814,0.9967747490166948,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m50,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.54949076970418,,,,,,,,50,1,6,56,28.067157745361328,28.12230110168457,28.223238468170166,normal,decode,3.11.10,50,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m50,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.60973861482408,,,,,,,,50,1,6,56,28.084386348724365,28.169705867767334,28.965911865234375,normal,decode,3.11.10,50,performance,64,9,,kernel,20260814,0.9983171721314632,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m51,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.376522064208984,,,,,,,,51,1,6,56,28.20322847366333,28.298115730285645,28.375107288360596,normal,decode,3.11.10,51,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m51,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.747798336876762,,,,,,,,51,1,6,56,28.317200183868408,28.367674350738525,28.54185152053833,normal,decode,3.11.10,51,performance,64,9,,kernel,20260814,0.9975479618246862,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m52,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.41670486662123,,,,,,,,52,1,6,56,28.26842164993286,28.404319286346436,28.534257411956787,normal,decode,3.11.10,52,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m52,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.65968386332194,,,,,,,,52,1,6,56,28.250821113586426,28.588285446166992,28.96723175048828,normal,decode,3.11.10,52,performance,64,9,,kernel,20260814,0.9935649810070991,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m53,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.398405445946587,,,,,,,,53,1,6,56,28.169017791748047,28.187110424041748,28.238786697387695,normal,decode,3.11.10,53,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m53,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.87971984015571,,,,,,,,53,1,6,56,28.24876356124878,28.31618070602417,29.155270099639893,normal,decode,3.11.10,53,performance,64,9,,kernel,20260814,0.9954418188200443,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m54,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.66791804631551,,,,,,,,54,1,6,56,28.17121696472168,28.25657606124878,28.337862968444824,normal,decode,3.11.10,54,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m54,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.709793090820312,,,,,,,,54,1,6,56,28.254157066345215,28.296403884887695,29.083574295043945,normal,decode,3.11.10,54,performance,64,9,,kernel,20260814,0.9985924775529449,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m55,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.548236423068577,,,,,,,,55,1,6,56,28.200538635253906,28.257145881652832,28.788920879364014,normal,decode,3.11.10,55,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m55,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,29.200987550947403,,,,,,,,55,1,6,56,28.269362926483154,28.35672616958618,28.445498943328857,normal,decode,3.11.10,55,performance,64,9,,kernel,20260814,0.996488300964723,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m56,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.3617189195421,,,,,,,,56,1,6,56,28.071404457092285,28.147640228271484,28.57891321182251,normal,decode,3.11.10,56,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m56,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.303916189405655,,,,,,,,56,1,6,56,28.100800037384033,28.13345432281494,28.24852180480957,normal,decode,3.11.10,56,performance,64,9,,kernel,20260814,1.0005042361771068,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m57,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.941234217749702,,,,,,,,57,1,6,56,28.053958892822266,28.13405990600586,28.932590007781982,normal,decode,3.11.10,57,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m57,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.456774287753635,,,,,,,,57,1,6,56,28.01600456237793,28.088409900665283,28.216485500335693,normal,decode,3.11.10,57,performance,64,9,,kernel,20260814,1.001625225689244,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m58,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,29.049787521362305,,,,,,,,58,1,6,56,28.201785564422607,28.361194133758545,29.017314910888672,normal,decode,3.11.10,58,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m58,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.345708582136368,,,,,,,,58,1,6,56,28.2587947845459,28.38124990463257,28.431540489196777,normal,decode,3.11.10,58,performance,64,9,,kernel,20260814,0.9992933443403157,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m59,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,29.193302790323894,,,,,,,,59,1,6,56,28.30223035812378,28.323020935058594,29.88983392715454,normal,decode,3.11.10,59,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m59,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.544966644710964,,,,,,,,59,1,6,56,28.292698860168457,28.316669464111328,28.445923805236816,normal,decode,3.11.10,59,performance,64,9,,kernel,20260814,1.0002243014827472,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m60,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.483249876234268,,,,,,,,60,1,6,56,28.11526393890381,28.276174068450928,28.708058834075928,normal,decode,3.11.10,60,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m60,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.198195298512776,,,,,,,,60,1,6,56,28.071130752563477,28.168964385986328,28.30233335494995,normal,decode,3.11.10,60,performance,64,9,,kernel,20260814,1.003805950442322,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m61,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.552131123012966,,,,,,,,61,1,6,56,28.227534294128418,28.249475955963135,28.870014190673828,normal,decode,3.11.10,61,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m61,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.31622865464952,,,,,,,,61,1,6,56,28.194590091705322,28.289384841918945,28.371216297149658,normal,decode,3.11.10,61,performance,64,9,,kernel,20260814,0.9985892628567634,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m62,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.497228357526993,,,,,,,,62,1,6,56,28.258435249328613,28.313724994659424,28.477813243865967,normal,decode,3.11.10,62,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m62,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.36291233698527,,,,,,,,62,1,6,56,28.210693359375,28.259859085083008,28.33261775970459,normal,decode,3.11.10,62,performance,64,9,,kernel,20260814,1.001906092645906,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m63,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.49412653181288,,,,,,,,63,1,6,56,28.225913524627686,28.378899097442627,28.512157917022705,normal,decode,3.11.10,63,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m63,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.52722962697347,,,,,,,,63,1,6,56,28.29987907409668,28.40049982070923,28.511099815368652,normal,decode,3.11.10,63,performance,64,9,,kernel,20260814,0.9992394245381959,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m64,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.215525680118137,,,,,,,,64,1,6,56,28.076904773712158,28.156015872955322,28.243818759918213,normal,decode,3.11.10,64,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m64,,npu:5,5,Ascend950PR_957b,bfloat16,256,200,,,28.32316795984904,,,,,,,,64,1,6,56,28.055330276489258,28.131179809570312,28.64496374130249,normal,decode,3.11.10,64,performance,64,9,,kernel,20260814,1.0008828660423463,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m65,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.680338594648575,,,,,,,,65,1,6,56,28.17579221725464,28.20791006088257,28.3992977142334,normal,decode,3.11.10,65,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m65,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.208245701260036,,,,,,,,65,1,6,56,28.152445793151855,28.196280002593994,28.25576686859131,normal,decode,3.11.10,65,performance,64,9,,kernel,20260814,1.0004124678250998,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m66,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.226532141367596,,,,,,,,66,1,6,56,28.11776351928711,28.204190731048584,28.32327699661255,normal,decode,3.11.10,66,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m66,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.76008457607693,,,,,,,,66,1,6,56,28.191526412963867,28.267650604248047,28.36200761795044,normal,decode,3.11.10,66,performance,64,9,,kernel,20260814,0.9977550354612801,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m67,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.508554564581978,,,,,,,,67,1,6,56,28.418471813201904,28.49112033843994,28.548046112060547,normal,decode,3.11.10,67,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m67,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.69461112552219,,,,,,,,67,1,6,56,28.434831619262695,28.46506118774414,28.615610122680664,normal,decode,3.11.10,67,performance,64,9,,kernel,20260814,1.0009154784710956,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m68,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.600095642937553,,,,,,,,68,1,6,56,28.292114734649658,28.38887929916382,28.66919231414795,normal,decode,3.11.10,68,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m68,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.366639614105225,,,,,,,,68,1,6,56,28.276974201202393,28.330318927764893,28.46993398666382,normal,decode,3.11.10,68,performance,64,9,,kernel,20260814,1.002067056553378,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m69,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.286443551381428,,,,,,,,69,1,6,56,28.138319969177246,28.29813003540039,28.383692264556885,normal,decode,3.11.10,69,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m69,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.806671301523846,,,,,,,,69,1,6,56,28.286356925964355,28.356099128723145,28.44564390182495,normal,decode,3.11.10,69,performance,64,9,,kernel,20260814,0.9979556746130841,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m70,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.275210857391357,,,,,,,,70,1,6,56,28.136303424835205,28.243389129638672,28.41225814819336,normal,decode,3.11.10,70,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m70,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.551430172390408,,,,,,,,70,1,6,56,28.194758892059326,28.238990306854248,28.797338008880615,normal,decode,3.11.10,70,performance,64,9,,kernel,20260814,1.0001557712487814,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m71,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.604942162831623,,,,,,,,71,1,6,56,28.325418949127197,28.385210037231445,28.932371616363525,normal,decode,3.11.10,71,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m71,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.396777576870388,,,,,,,,71,1,6,56,28.288923740386963,28.37235927581787,28.480674266815186,normal,decode,3.11.10,71,performance,64,9,,kernel,20260814,1.0004529324223146,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m72,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.222178883022732,,,,,,,,72,1,6,56,28.114206314086914,28.2538104057312,28.305203914642334,normal,decode,3.11.10,72,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m72,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.514973057640923,,,,,,,,72,1,6,56,28.181042194366455,28.220078945159912,28.315377712249756,normal,decode,3.11.10,72,performance,64,9,,kernel,20260814,1.0011953000073757,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m73,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.251228862338596,,,,,,,,73,1,6,56,28.148555278778076,28.230280876159668,28.30998182296753,normal,decode,3.11.10,73,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m73,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.579784234364826,,,,,,,,73,1,6,56,28.149986267089844,28.2778000831604,28.94944715499878,normal,decode,3.11.10,73,performance,64,9,,kernel,20260814,0.9983195578559511,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m74,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.375945621066624,,,,,,,,74,1,6,56,28.16169786453247,28.22503089904785,28.292940139770508,normal,decode,3.11.10,74,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m74,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.299135631985134,,,,,,,,74,1,6,56,28.199690341949463,28.255460262298584,28.368622303009033,normal,decode,3.11.10,74,performance,64,9,,kernel,20260814,0.9989230625525738,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m75,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.586568037668865,,,,,,,,75,1,6,56,28.274829387664795,28.33754062652588,28.463736534118652,normal,decode,3.11.10,75,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m75,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.403434488508438,,,,,,,,75,1,6,56,28.288365364074707,28.44701051712036,28.508426189422607,normal,decode,3.11.10,75,performance,64,9,,kernel,20260814,0.9961517963186817,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m76,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.234780894385445,,,,,,,,76,1,6,56,28.033249855041504,28.122940063476562,28.152533054351807,normal,decode,3.11.10,76,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m76,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.293195565541584,,,,,,,,76,1,6,56,28.076248168945312,28.133959770202637,28.23560333251953,normal,decode,3.11.10,76,performance,64,9,,kernel,20260814,0.9996083129848737,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m77,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.55177985297309,,,,,,,,77,1,6,56,28.108272075653076,28.214130401611328,28.36303424835205,normal,decode,3.11.10,77,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m77,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.277694384257,,,,,,,,77,1,6,56,28.1976318359375,28.24315071105957,28.350716590881348,normal,decode,3.11.10,77,performance,64,9,,kernel,20260814,0.9989724832847039,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m78,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.377507792578804,,,,,,,,78,1,6,56,28.072994232177734,28.12777042388916,28.284486293792725,normal,decode,3.11.10,78,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m78,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.315961360931396,,,,,,,,78,1,6,56,28.168606281280518,28.18963050842285,28.294774532318115,normal,decode,3.11.10,78,performance,64,9,,kernel,20260814,0.9978055730629315,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m79,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.199048042297363,,,,,,,,79,1,6,56,28.108280658721924,28.143370151519775,28.178492546081543,normal,decode,3.11.10,79,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m79,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.47612116071913,,,,,,,,79,1,6,56,28.126104831695557,28.178229331970215,28.35161781311035,normal,decode,3.11.10,79,performance,64,9,,kernel,20260814,0.9987629037992501,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,candidate,5
,,,,,,0,8c9d13b5b61894648c4de97db73e17b80b52cd3e,float32,9.1.0,decode_m80,,npu:5,5,Ascend950PR_957b,bfloat16,256,100,,,28.531681696573894,,,,,,,,80,1,6,56,28.273378372192383,28.360860347747803,28.527377128601074,normal,decode,3.11.10,80,performance,64,9,,kernel,20260814,1.0,MEASURED,2.10.0.post4.dev20260715,2.10.0+cpu,3.2.0,baseline,5
