attention,baseline_cosine_similarity,baseline_host_prepare_submit_ms,baseline_max_abs_error,baseline_max_rel_error,baseline_mean_abs_error,baseline_nonfinite_count,baseline_sha256,baseline_vs_reference,benchmark_base,block_table_stride,block_table_width,cache_layout,candidate_cosine_similarity,candidate_host_prepare_submit_ms,candidate_max_abs_error,candidate_max_rel_error,candidate_mean_abs_error,candidate_nonfinite_count,candidate_sha256,candidate_vs_baseline,candidate_vs_reference,cann_version,capture_kv_lens,capture_q_lens,case,causal,device,device_index,device_name,draft_width,dtype,gqa_interleave,head_dim,kv_cache_stride,kv_length,length_pattern,m,max_q_len,min_runtime_kv_length,num_cube_cores,num_kv_heads,num_q_heads,num_vector_cores,page_size,pair_cosine_similarity,pair_max_abs_error,pair_max_rel_error,pair_mean_abs_error,pair_nonfinite_count,physical_pages,python_version,q_buffer_rows,q_stride,real_batch_size,record_type,runtime_kv_lens,runtime_q_lens,scheduled_batch_size,schema_version,seed,sink_dtype,softmax_scale,status,swa_left_window,table_width_mode,topology,torch_npu_version,torch_version,tp_size,triton_version,workspace_commit
swa,0.9999980330467224,0.0,0.00390625,156.90977478027344,0.00011040175741072744,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999980926513672,0.0,0.00390625,148.2481231689453,0.00010882961942115799,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",swa_verify_d3_m120_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,3,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,120,3,4096,28,1,6,56,64,0.9999995231628418,0.00390625,98.7947006225586,2.9917804567958228e-05,0.0,361,3.11.10,120,"[1536, 256, 1]",40,correctness,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",40,1,20260829,float32,0.09119556747428784,PASS,511,compact,verify_d3,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
swa,0.9999979734420776,0.0,0.00390625,221.48992919921875,0.00011035780335078016,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999979734420776,0.0,0.00390625,220.5362548828125,0.0001085320400306955,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",swa_verify_d3_m144_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,3,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,144,3,4096,28,1,6,56,64,0.999999463558197,0.00390625,59.57111740112305,3.012831621163059e-05,0.0,433,3.11.10,144,"[1536, 256, 1]",48,correctness,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",48,1,20260829,float32,0.09119556747428784,PASS,511,compact,verify_d3,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
swa,0.9999978542327881,0.0,0.00390625,77.0952377319336,0.00010992626630468294,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999979138374329,0.0,0.00390625,77.0952377319336,0.00010819108865689486,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",swa_verify_d3_m168_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,3,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,168,3,4096,28,1,6,56,64,0.9999994039535522,0.00390625,192.94769287109375,2.971144931507297e-05,0.0,505,3.11.10,168,"[1536, 256, 1]",56,correctness,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",56,1,20260829,float32,0.09119556747428784,PASS,511,compact,verify_d3,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
full,0.9999982118606567,0.26614381931722164,0.0078125,2.200000047683716,0.00024285346444230527,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[1, 1]",1,native_NHD_then_page_head_token_dim_permute,0.9999982118606567,0.1755659468472004,0.0078125,2.200000047683716,0.00024285346444230527,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,[47],[2],full_verify_d2_m2_kv64_ragged_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",64,ragged,2,2,47,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,2,3.11.10,2,"[1536, 256, 1]",1,correctness,[47],[2],1,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
full,0.999998927116394,0.32755290158092976,0.015625,13.123348236083984,0.0002470820036251098,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[1, 1]",1,native_NHD_then_page_head_token_dim_permute,0.999998927116394,0.22780499421060085,0.015625,13.123348236083984,0.0002470820036251098,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,"[47, 10, 2, 2, 2, 2, 2, 45, 8, 2, 2, 2, 2, 2, 43, 6]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m32_kv64_ragged_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",64,ragged,32,2,2,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,17,3.11.10,32,"[1536, 256, 1]",16,correctness,"[47, 10, 2, 2, 2, 2, 2, 45, 8, 2, 2, 2, 2, 2, 43, 6]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",16,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
full,0.9999992847442627,0.6271069869399071,0.015625,79.6956558227539,0.00020216507255099714,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[1, 1]",1,native_NHD_then_page_head_token_dim_permute,0.9999992847442627,0.44259103015065193,0.015625,79.6956558227539,0.00020216507255099714,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,"[47, 10, 2, 2, 2, 2, 2, 45, 8, 2, 2, 2, 2, 2, 43, 6, 2, 2, 2, 2, 2, 41, 4, 2, 2, 2, 2, 2, 39, 2, 2, 2, 2, 2, 2, 37, 2, 2, 2, 2, 2, 2, 35, 2, 2, 2, 2, 2, 2, 33, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m112_kv64_ragged_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",64,ragged,112,2,2,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,57,3.11.10,112,"[1536, 256, 1]",56,correctness,"[47, 10, 2, 2, 2, 2, 2, 45, 8, 2, 2, 2, 2, 2, 43, 6, 2, 2, 2, 2, 2, 41, 4, 2, 2, 2, 2, 2, 39, 2, 2, 2, 2, 2, 2, 37, 2, 2, 2, 2, 2, 2, 35, 2, 2, 2, 2, 2, 2, 33, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",56,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
full,0.9999982118606567,0.29163388535380363,0.001953125,4.8947367668151855,0.00010208337334915996,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[8, 1]",8,native_NHD_then_page_head_token_dim_permute,0.9999982118606567,0.177695881575346,0.001953125,4.8947367668151855,0.00010208337334915996,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,[494],[2],full_verify_d2_m2_kv511_ragged_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",511,ragged,2,2,494,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,9,3.11.10,2,"[1536, 256, 1]",1,correctness,[494],[2],1,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
full,0.9999983906745911,0.3391129430383444,0.00390625,48.61317443847656,0.00011828594142571092,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[8, 1]",8,native_NHD_then_page_head_token_dim_permute,0.9999983906745911,0.2665850333869457,0.00390625,48.61317443847656,0.00011828594142571092,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,"[494, 457, 420, 383, 346, 309, 272, 492, 455, 418, 381, 344, 307, 270, 490, 453]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m32_kv511_ragged_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",511,ragged,32,2,270,28,1,6,56,64,1.0000001192092896,0.0,0.0,0.0,0.0,107,3.11.10,32,"[1536, 256, 1]",16,correctness,"[494, 457, 420, 383, 346, 309, 272, 492, 455, 418, 381, 344, 307, 270, 490, 453]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",16,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
full,0.9999979734420776,0.6467660423368216,0.00390625,117.28571319580078,0.0001223127037519589,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[8, 1]",8,native_NHD_then_page_head_token_dim_permute,0.9999979734420776,0.4836500156670809,0.00390625,117.28571319580078,0.0001223127037519589,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,"[494, 457, 420, 383, 346, 309, 272, 492, 455, 418, 381, 344, 307, 270, 490, 453, 416, 379, 342, 305, 268, 488, 451, 414, 377, 340, 303, 266, 486, 449, 412, 375, 338, 301, 264, 484, 447, 410, 373, 336, 299, 262, 482, 445, 408, 371, 334, 297, 260, 480, 443, 406, 369, 332, 295, 258]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m112_kv511_ragged_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",511,ragged,112,2,258,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,358,3.11.10,112,"[1536, 256, 1]",56,correctness,"[494, 457, 420, 383, 346, 309, 272, 492, 455, 418, 381, 344, 307, 270, 490, 453, 416, 379, 342, 305, 268, 488, 451, 414, 377, 340, 303, 266, 486, 449, 412, 375, 338, 301, 264, 484, 447, 410, 373, 336, 299, 262, 482, 445, 408, 371, 334, 297, 260, 480, 443, 406, 369, 332, 295, 258]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",56,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
full,0.9999988675117493,0.29086414724588394,0.00390625,31.61870574951172,0.00010845727956620976,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[8, 1]",8,native_NHD_then_page_head_token_dim_permute,0.9999988675117493,0.1771759707480669,0.00390625,31.61870574951172,0.00010845727956620976,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,[495],[2],full_verify_d2_m2_kv512_ragged_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",512,ragged,2,2,495,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,9,3.11.10,2,"[1536, 256, 1]",1,correctness,[495],[2],1,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
full,0.9999979734420776,0.3321229014545679,0.00390625,173.3787384033203,0.00012228096602484584,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[8, 1]",8,native_NHD_then_page_head_token_dim_permute,0.9999979734420776,0.27259415946900845,0.00390625,173.3787384033203,0.00012228096602484584,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,"[495, 458, 421, 384, 347, 310, 273, 493, 456, 419, 382, 345, 308, 271, 491, 454]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m32_kv512_ragged_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",512,ragged,32,2,271,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,107,3.11.10,32,"[1536, 256, 1]",16,correctness,"[495, 458, 421, 384, 347, 310, 273, 493, 456, 419, 382, 345, 308, 271, 491, 454]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",16,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
full,0.9999979138374329,0.6455860566347837,0.0078125,33.59812927246094,0.00012251752195879817,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[8, 1]",8,native_NHD_then_page_head_token_dim_permute,0.9999979138374329,0.47156005166471004,0.0078125,33.59812927246094,0.00012251752195879817,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,"[495, 458, 421, 384, 347, 310, 273, 493, 456, 419, 382, 345, 308, 271, 491, 454, 417, 380, 343, 306, 269, 489, 452, 415, 378, 341, 304, 267, 487, 450, 413, 376, 339, 302, 265, 485, 448, 411, 374, 337, 300, 263, 483, 446, 409, 372, 335, 298, 261, 481, 444, 407, 370, 333, 296, 259]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m112_kv512_ragged_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",512,ragged,112,2,259,28,1,6,56,64,0.9999999403953552,0.0,0.0,0.0,0.0,358,3.11.10,112,"[1536, 256, 1]",56,correctness,"[495, 458, 421, 384, 347, 310, 273, 493, 456, 419, 382, 345, 308, 271, 491, 454, 417, 380, 343, 306, 269, 489, 452, 415, 378, 341, 304, 267, 487, 450, 413, 376, 339, 302, 265, 485, 448, 411, 374, 337, 300, 263, 483, 446, 409, 372, 335, 298, 261, 481, 444, 407, 370, 333, 296, 259]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",56,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
full,0.9999977350234985,0.2746840473264456,0.001953125,0.644444465637207,0.00010947736154776067,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[8, 1]",8,native_NHD_then_page_head_token_dim_permute,0.9999977350234985,0.17962604761123657,0.001953125,0.644444465637207,0.00010947736154776067,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,[496],[2],full_verify_d2_m2_kv513_ragged_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",513,ragged,2,2,496,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,9,3.11.10,2,"[1536, 256, 1]",1,correctness,[496],[2],1,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
full,0.9999979138374329,0.3316828515380621,0.001953125,13.436018943786621,0.00011745830852305517,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[8, 1]",8,native_NHD_then_page_head_token_dim_permute,0.9999979138374329,0.26926398277282715,0.001953125,13.436018943786621,0.00011745830852305517,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,"[496, 459, 422, 385, 348, 311, 274, 494, 457, 420, 383, 346, 309, 272, 492, 455]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m32_kv513_ragged_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",513,ragged,32,2,272,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,108,3.11.10,32,"[1536, 256, 1]",16,correctness,"[496, 459, 422, 385, 348, 311, 274, 494, 457, 420, 383, 346, 309, 272, 492, 455]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",16,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
full,0.9999980926513672,0.6322460249066353,0.00390625,29.776119232177734,0.0001222222053911537,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[8, 1]",8,native_NHD_then_page_head_token_dim_permute,0.9999980926513672,0.4948698915541172,0.00390625,29.776119232177734,0.0001222222053911537,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,"[496, 459, 422, 385, 348, 311, 274, 494, 457, 420, 383, 346, 309, 272, 492, 455, 418, 381, 344, 307, 270, 490, 453, 416, 379, 342, 305, 268, 488, 451, 414, 377, 340, 303, 266, 486, 449, 412, 375, 338, 301, 264, 484, 447, 410, 373, 336, 299, 262, 482, 445, 408, 371, 334, 297, 260]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m112_kv513_ragged_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",513,ragged,112,2,260,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,360,3.11.10,112,"[1536, 256, 1]",56,correctness,"[496, 459, 422, 385, 348, 311, 274, 494, 457, 420, 383, 346, 309, 272, 492, 455, 418, 381, 344, 307, 270, 490, 453, 416, 379, 342, 305, 268, 488, 451, 414, 377, 340, 303, 266, 486, 449, 412, 375, 338, 301, 264, 484, 447, 410, 373, 336, 299, 262, 482, 445, 408, 371, 334, 297, 260]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",56,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
full,0.9999974966049194,0.28454395942389965,0.00048828125,26.883041381835938,3.496680437820032e-05,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,ac9a68d9948de9b0cbab6667768624a6e030b587,"[128, 1]",128,native_NHD_then_page_head_token_dim_permute,0.9999974966049194,0.3214329481124878,0.00048828125,26.883041381835938,3.496680437820032e-05,0.0,0857977e3d02d3b7210d6e20efb055dfb35448c5bdcbfbadaf4d2c040af4fc36,True,True,9.1.0,[8175],[2],full_verify_d2_m2_kv8192_ragged_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",8192,ragged,2,2,8175,28,1,6,56,64,1.0000001192092896,0.0,0.0,0.0,0.0,129,3.11.10,2,"[1536, 256, 1]",1,correctness,[8175],[2],1,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,ac9a68d9948de9b0cbab6667768624a6e030b587
